custateomer,state,gender,education,custateomer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,vehicle_classs,customer,customer_lifetime_value
,Oregon,F,College,,40864,109,1,Personal Auto,SUV,166,,AV76907,428294.0
,California,F,College,,22668,67,1,Personal Auto,Four-Door Car,33,,VM85555,775012.0
,Oregon,M,College,,90751,82,1,Personal Auto,Two-Door Car,315,,ZU88113,662717.0
,Oregon,M,College,,44186,64,2,Personal Auto,Four-Door Car,295,,SZ75668,747460.0
,Oregon,M,College,,92678,70,0,Personal Auto,Four-Door Car,34,,MZ65087,556129.0
,Arizona,F,Bachelor,,74257,76,0,Personal Auto,Four-Door Car,214,,EL61402,609846.0
,California,M,Bachelor,,99981,71,0,Special Auto,Four-Door Car,204,,CJ31839,285952.0
,Arizona,M,College,,0,91,0,Personal Auto,Four-Door Car,655,,XM11175,599442.0
,Arizona,F,College,,19591,74,0,Personal Auto,Two-Door Car,95,,LF41085,563524.0
,California,F,College,,29095,127,0,Personal Auto,SUV,664,,MB19556,506720.0
,Oregon,F,Bachelor,,0,62,0,Corporate Auto,Four-Door Car,389,,HC74532,226328.0
,Arizona,M,Master,,60880,119,0,Corporate Auto,Two-Door Car,109,,SB66770,1443567.0
,Arizona,F,Bachelor,,61785,61,0,Personal Auto,Two-Door Car,271,,JI25066,492839.0
,Oregon,M,Bachelor,,44428,104,0,Special Auto,SUV,499,,PY98958,1203662.0
,California,M,High School or Below,,95697,107,0,Personal Auto,Luxury,178,,RA65645,856476.0
,California,F,Bachelor,,18064,63,2,Personal Auto,Four-Door Car,182,,FQ79356,236188.0
,California,M,High School or Below,,74720,70,0,Personal Auto,Two-Door Car,200,,TM25808,556569.0
,California,F,Bachelor,,22594,67,0,Personal Auto,Four-Door Car,321,,XO46388,514680.0
,Arizona,F,Bachelor,,40987,73,0,Personal Auto,Four-Door Car,329,,LB81265,293808.0
,Nevada,M,High School or Below,,24561,126,0,Personal Auto,SUV,853,,JR38787,1443274.0
,California,F,College,,76456,83,1,Personal Auto,Four-Door Car,42,,KZ22690,1302741.0
,California,M,College,,65828,62,0,Personal Auto,Four-Door Car,297,,NY49598,245198.0
,Oregon,F,College,,0,68,1,Personal Auto,Four-Door Car,489,,KY39767,466198.0
,Arizona,F,Bachelor,,63621,70,0,Personal Auto,Four-Door Car,444,,YU35386,560001.0
,Arizona,M,College,,10074,107,0,Corporate Auto,SUV,108,,TF82172,401613.0
,Oregon,F,College,,78965,183,0,Personal Auto,Luxury,145,,ER40041,2219580.0
,Nevada,F,College,,0,68,0,Personal Auto,Four-Door Car,479,,MS39869,734335.0
,Arizona,M,Bachelor,,23604,64,0,Corporate Auto,Two-Door Car,460,,PV77906,480451.0
,Oregon,F,College,,99205,68,0,Personal Auto,Two-Door Car,323,,QF21045,273553.0
,Arizona,M,College,,0,92,0,Personal Auto,Two-Door Car,441,,HF65914,694097.0
,California,F,Bachelor,,0,66,2,Corporate Auto,Four-Door Car,433,,AJ58038,239621.0
,Nevada,F,College,,55350,67,0,Personal Auto,Four-Door Car,321,,ZR88383,538089.0
,Oregon,M,College,,21052,111,0,Corporate Auto,SUV,453,,OT49339,843281.0
,Oregon,F,High School or Below,,0,69,0,Personal Auto,Four-Door Car,496,,FI74985,755650.0
,Arizona,M,High School or Below,,24664,69,0,Corporate Auto,Four-Door Car,496,,JW15301,778743.0
,Nevada,M,College,,45225,124,0,Corporate Auto,Luxury,209,,PY20159,478781.0
,California,M,College,,30430,86,0,Special Auto,Four-Door Car,425,,NC42524,970764.0
,California,F,Bachelor,,35149,64,0,Personal Auto,Two-Door Car,120,,ZG19911,255222.0
,California,M,Bachelor,,16513,71,0,Personal Auto,Four-Door Car,340,,DI89983,522342.0
,Nevada,M,High School or Below,,10892,66,0,Personal Auto,Four-Door Car,316,,IG56214,501044.0
,Washington,M,High School or Below,,67176,72,0,Personal Auto,Four-Door Car,345,,CA86085,560831.0
,Oregon,M,College,,54704,113,0,Personal Auto,SUV,468,,UO95739,445793.0
,Oregon,M,Doctor,,25381,71,0,Personal Auto,Four-Door Car,340,,SB64873,820078.0
,Oregon,F,High School or Below,,0,74,0,Personal Auto,Four-Door Car,355,,TE82896,274608.0
,Oregon,F,Bachelor,,18150,67,0,Corporate Auto,Four-Door Car,220,,VY64199,1021577.0
,California,M,Bachelor,,29735,69,0,Personal Auto,Four-Door Car,331,,IE82679,245357.0
,Nevada,F,College,,77156,73,0,Personal Auto,Four-Door Car,445,,SL70257,587295.0
,Oregon,F,College,,88782,78,0,Personal Auto,Four-Door Car,357,,XJ85947,311892.0
,California,F,College,,51489,139,0,Personal Auto,SUV,236,,EF84269,556865.0
,California,F,Bachelor,,16972,125,0,Personal Auto,SUV,600,,NY91328,902971.0
,California,M,Bachelor,,99359,95,0,Personal Auto,Two-Door Car,233,,AT49447,759182.0
,Arizona,M,College,,58289,62,4,Personal Auto,Two-Door Car,297,,BM70908,225531.0
,Oregon,F,Doctor,,45173,268,0,Personal Auto,Luxury,1286,,GM63998,3261369.0
,California,F,Bachelor,,93246,78,0,Personal Auto,Two-Door Car,41,,AR61426,944564.0
,Arizona,M,High School or Below,,43758,171,0,Corporate Auto,SUV,1129,,CB62406,680359.0
,Oregon,M,Bachelor,,75651,81,0,Personal Auto,Four-Door Car,375,,WH82416,976621.0
,Arizona,F,Doctor,,0,67,0,Personal Auto,Four-Door Car,321,,UI53874,729484.0
,Oregon,F,Doctor,,36938,70,0,Special Auto,Four-Door Car,244,,LM44949,568251.0
,California,M,Bachelor,,50843,82,0,Personal Auto,Two-Door Car,393,,JR59597,633294.0
,California,F,Bachelor,,21907,62,0,Personal Auto,Four-Door Car,2,,ZS22428,491657.0
,California,F,Bachelor,,77846,119,0,Personal Auto,Luxury,342,,AZ34845,479824.0
,Washington,M,Bachelor,,41043,72,0,Personal Auto,Four-Door Car,345,,XZ34917,564380.0
,Arizona,F,High School or Below,,97030,76,0,Corporate Auto,Four-Door Car,416,,QU20310,924746.0
,Oregon,M,High School or Below,,80864,182,0,Personal Auto,Luxury,618,,NQ42020,732292.0
,Nevada,F,College,,48197,106,0,Personal Auto,Four-Door Car,508,,ZF40143,827590.0
,California,M,Doctor,,70837,73,4,Personal Auto,Four-Door Car,362,,GU65780,563540.0
,Arizona,M,High School or Below,,85297,93,0,Special Auto,Two-Door Car,620,,KY32675,1497028.0
,Oregon,F,Master,,70177,115,0,Personal Auto,Four-Door Car,225,,ZX35838,933633.0
,Nevada,M,College,,52499,138,0,Personal Auto,SUV,1171,,LU42720,4835696.0
,Oregon,M,College,,63143,71,0,Corporate Auto,Four-Door Car,340,,FB25242,568691.0
,Oregon,M,Bachelor,,97361,73,0,Personal Auto,Four-Door Car,350,,RW51650,862283.0
,Nevada,M,High School or Below,,50052,130,0,Personal Auto,Luxury,624,,XX94684,507967.0
,Arizona,F,Bachelor,,11612,71,0,Personal Auto,Four-Door Car,340,,AH99727,562331.0
,Arizona,F,High School or Below,,78115,65,0,Personal Auto,Four-Door Car,255,,NZ85858,527001.0
,California,F,Master,,81947,71,0,Personal Auto,Two-Door Car,203,,JU19953,862117.0
,Oregon,M,College,,44698,211,4,Personal Auto,Luxury,1012,,LC33025,791833.0
,California,F,High School or Below,,26876,66,0,Personal Auto,Four-Door Car,219,,BV86143,2103401.0
,Oregon,F,College,,69841,192,0,Personal Auto,Luxury,878,,AY88788,1541768.0
,Oregon,F,High School or Below,,97768,72,0,Personal Auto,Two-Door Car,151,,OJ33945,869263.0
,Oregon,M,High School or Below,,0,187,0,Personal Auto,Luxury,1588,,LO84523,650314.0
,Washington,F,High School or Below,,39062,61,0,Corporate Auto,Two-Door Car,346,,HZ25580,239619.0
,Oregon,F,Bachelor,,50217,74,0,Personal Auto,Two-Door Car,355,,AR96516,591495.0
,Washington,F,Bachelor,,24910,63,1,Personal Auto,Four-Door Car,347,,JP69864,224844.0
,Nevada,M,College,,0,68,0,Personal Auto,Two-Door Car,489,,DL26809,682679.0
,Oregon,F,Doctor,,38500,99,1,Corporate Auto,Four-Door Car,423,,MV69686,398218.0
,Nevada,F,High School or Below,,62018,71,0,Personal Auto,Two-Door Car,293,,SC95565,288777.0
,Oregon,F,College,,0,65,0,Personal Auto,Two-Door Car,468,,RL31641,225241.0
,California,M,Master,,57394,106,0,Personal Auto,Four-Door Car,316,,OH83248,845853.0
,California,M,Bachelor,,23530,65,0,Corporate Auto,Two-Door Car,312,,DB28979,747831.0
,California,F,High School or Below,,48887,95,0,Personal Auto,Four-Door Car,456,,ZS32263,378864.0
,Oregon,F,Master,,68867,129,0,Personal Auto,SUV,619,,IY59173,522068.0
,California,F,College,,12062,63,0,Corporate Auto,Four-Door Car,302,,KL17620,713029.0
,Arizona,M,College,,59230,107,0,Personal Auto,SUV,245,,CP28581,851359.0
,Arizona,F,Bachelor,,59586,72,0,Personal Auto,Four-Door Car,91,,QR15592,566013.0
,Washington,F,Bachelor,,79699,65,0,Personal Auto,Two-Door Car,348,,RI85578,263814.0
,Arizona,F,Bachelor,,25134,67,0,Personal Auto,Four-Door Car,321,,TG68823,531889.0
,Oregon,F,College,,0,61,0,Personal Auto,Four-Door Car,292,,WO78310,416016.0
,Oregon,F,College,,0,61,0,Personal Auto,Four-Door Car,292,,SC78905,223734.0
,California,M,College,,0,100,1,Personal Auto,SUV,720,,EL88957,346012.0
,California,M,Bachelor,,44901,70,2,Personal Auto,Four-Door Car,460,,SS54050,1600550.0
,Arizona,F,Bachelor,,0,93,0,Personal Auto,Four-Door Car,149,,ZV99487,698660.0
,Oregon,F,Bachelor,,28463,113,2,Personal Auto,SUV,324,,XI51746,882696.0
,Nevada,F,Bachelor,,13037,124,0,Personal Auto,SUV,839,,KG85675,472686.0
,California,M,High School or Below,,82320,99,1,Personal Auto,Four-Door Car,475,,KK64803,2744347.0
,California,F,Bachelor,,0,104,0,Personal Auto,SUV,499,,OM80593,724731.0
,Oregon,F,College,,78460,64,0,Personal Auto,Four-Door Car,203,,RL59810,513785.0
,Nevada,M,College,,0,92,4,Personal Auto,Two-Door Car,657,,QQ53360,273905.0
,California,M,College,,46922,64,0,Corporate Auto,Two-Door Car,403,,WR76339,509279.0
,California,M,College,,60689,74,0,Corporate Auto,Four-Door Car,5,,BA40043,579982.0
,Nevada,F,Master,,0,71,0,Personal Auto,Four-Door Car,340,,MK52197,550706.0
,Oregon,F,College,,61108,89,0,Personal Auto,Four-Door Car,49,,SV48204,1048491.0
,Arizona,M,Bachelor,,98003,107,0,Personal Auto,SUV,449,,RJ79502,850128.0
,Washington,F,High School or Below,,73847,73,1,Personal Auto,Two-Door Car,350,,LY14355,293598.0
,Arizona,F,High School or Below,,22081,84,0,Personal Auto,Two-Door Car,451,,NL32558,650339.0
,Nevada,M,High School or Below,,83006,235,1,Personal Auto,Luxury,1065,,CP92616,4680522.0
,Arizona,F,College,,38713,66,4,Corporate Auto,Four-Door Car,316,,BP28492,483471.0
,Oregon,F,College,,28700,68,3,Personal Auto,Four-Door Car,326,,MX28412,257532.0
,California,F,Master,,61552,115,0,Personal Auto,SUV,12,,DT99586,3711165.0
,Nevada,M,College,,56718,113,1,Personal Auto,SUV,542,,IC41932,437119.0
,Oregon,M,Doctor,,66776,71,0,Corporate Auto,Four-Door Car,131,,DA35744,1679633.0
,California,M,High School or Below,,58268,67,0,Corporate Auto,Two-Door Car,228,,GU96042,798850.0
,California,M,College,,0,68,0,Personal Auto,Four-Door Car,542,,UW98698,226984.0
,California,M,Doctor,,12608,66,1,Personal Auto,Four-Door Car,214,,SF32458,499147.0
,California,M,Master,,63499,73,0,Personal Auto,Four-Door Car,278,,OM85313,292193.0
,Oregon,M,High School or Below,,36247,96,0,Corporate Auto,Four-Door Car,329,,MH81246,761319.0
,California,F,Master,,30228,73,0,Personal Auto,Four-Door Car,163,,OH99089,582740.0
,Oregon,F,College,,0,74,0,Personal Auto,Two-Door Car,501,,TG57800,260064.0
,California,F,High School or Below,,0,116,0,Personal Auto,Four-Door Car,1193,,GX19342,849146.0
,Arizona,F,Bachelor,,99364,121,0,Personal Auto,Luxury,580,,XE39286,977873.0
,California,M,Bachelor,,23665,67,0,Personal Auto,Four-Door Car,404,,JA93297,2265853.0
,Arizona,F,College,,0,94,0,Corporate Auto,Four-Door Car,807,,II37789,1000402.0
,Oregon,M,High School or Below,,69247,61,1,Corporate Auto,Two-Door Car,226,,IC32996,487277.0
,Arizona,F,College,,56047,92,0,Corporate Auto,Four-Door Car,82,,LO67195,744481.0
,Oregon,M,College,,28919,73,0,Personal Auto,Two-Door Car,207,,PG93638,576111.0
,Oregon,F,Doctor,,0,70,0,Personal Auto,Four-Door Car,223,,OZ41737,536677.0
,Oregon,F,College,,0,83,0,Personal Auto,Four-Door Car,254,,OY66019,625947.0
,Arizona,M,High School or Below,,69900,64,0,Personal Auto,Two-Door Car,33,,CH73843,762358.0
,California,M,High School or Below,,55687,276,0,Personal Auto,Luxury,1324,,XT93203,1096395.0
,Oregon,F,Bachelor,,78294,92,0,Personal Auto,Four-Door Car,181,,OR85652,742784.0
,Washington,F,Bachelor,,0,73,0,Corporate Auto,Four-Door Car,350,,LR10110,550413.0
,Arizona,M,Bachelor,,0,62,0,Personal Auto,Two-Door Car,297,,XK11432,466512.0
,California,F,High School or Below,,0,168,0,Personal Auto,SUV,1476,,OX24868,602184.0
,Nevada,M,High School or Below,,0,104,3,Personal Auto,Luxury,748,,EZ74530,307410.0
,Oregon,F,College,,21385,127,0,Corporate Auto,SUV,609,,HP46467,495308.0
,California,M,Master,,87128,97,0,Personal Auto,Two-Door Car,495,,KP54476,778048.0
,Nevada,F,College,,35434,66,0,Personal Auto,Four-Door Car,297,,AI47152,799277.0
,California,F,Master,,29462,107,1,Corporate Auto,SUV,513,,BU15334,417068.0
,Nevada,F,College,,53243,102,3,Personal Auto,Four-Door Car,489,,GD59796,2322823.0
,California,M,High School or Below,,21006,139,1,Personal Auto,SUV,667,,OX59701,544581.0
,California,F,College,,0,65,0,Personal Auto,Two-Door Car,312,,OD63728,455849.0
,Oregon,M,Bachelor,,36088,72,0,Corporate Auto,Four-Door Car,345,,JC38573,552821.0
,Oregon,F,College,,28948,131,0,Corporate Auto,SUV,295,,RC11491,1039066.0
,Nevada,F,College,,24417,185,0,Personal Auto,SUV,888,,RZ24101,714254.0
,Oregon,M,High School or Below,,67099,69,0,Personal Auto,Two-Door Car,22,,OB88698,546954.0
,Oregon,F,Bachelor,,97830,96,0,Personal Auto,Four-Door Car,298,,IK92617,1162873.0
,Arizona,M,College,,0,101,0,Personal Auto,Four-Door Car,727,,YH43996,1018965.0
,Arizona,F,High School or Below,,93558,67,0,Personal Auto,Four-Door Car,478,,BJ65040,273343.0
,Arizona,F,Doctor,,37384,99,0,Personal Auto,Four-Door Car,475,,WY57101,401445.0
,Arizona,M,Bachelor,,28227,62,0,Personal Auto,Four-Door Car,551,,OG77759,711953.0
,Nevada,M,High School or Below,,51008,74,0,Corporate Auto,Two-Door Car,355,,HN38084,1177279.0
,California,M,High School or Below,,78185,61,0,Personal Auto,Four-Door Car,292,,GD11927,238179.0
,California,F,Bachelor,,0,74,0,Personal Auto,Four-Door Car,532,,MC20349,520835.0
,Nevada,M,College,,0,68,0,Personal Auto,Four-Door Car,670,,HM22034,501872.0
,Arizona,F,Bachelor,,97205,100,2,Personal Auto,Luxury,5,,KH48996,1190054.0
,Washington,F,Bachelor,,25472,73,0,Corporate Auto,Four-Door Car,350,,VF32979,580017.0
,California,F,Bachelor,,26225,72,1,Special Auto,Four-Door Car,320,,LS90887,567438.0
,Oregon,M,College,,20545,70,0,Personal Auto,Two-Door Car,336,,EN72010,727143.0
,Oregon,F,Master,,0,83,0,Personal Auto,Four-Door Car,398,,KH44031,316449.0
,Arizona,F,College,,35503,67,0,Personal Auto,Two-Door Car,216,,GJ47896,266103.0
,Oregon,F,College,,58988,118,0,Personal Auto,Luxury,566,,GD87742,1414055.0
,Nevada,F,Bachelor,,0,74,1,Personal Auto,Two-Door Car,355,,MD14027,765422.0
,Nevada,M,High School or Below,,0,64,0,Personal Auto,Two-Door Car,685,,XA32915,219973.0
,Oregon,F,College,,0,66,4,Special Auto,Four-Door Car,316,,XR52852,200435.0
,Nevada,M,College,,67197,111,0,Special Auto,SUV,147,,EZ48947,1311111.0
,Nevada,M,High School or Below,,39032,198,0,Personal Auto,SUV,950,,OJ50322,1576260.0
,Oregon,F,College,,0,68,3,Personal Auto,Four-Door Car,326,,XB77333,1319792.0
,California,M,High School or Below,,34927,70,0,Personal Auto,Two-Door Car,242,,QB58745,278753.0
,Nevada,M,Doctor,,30817,88,0,Personal Auto,Four-Door Car,91,,IG62421,343613.0
,California,F,Bachelor,,31535,70,0,Personal Auto,Four-Door Car,90,,SF29724,271336.0
,California,F,Bachelor,,23376,78,0,Personal Auto,Four-Door Car,374,,WM95454,286731.0
,California,F,College,,46244,62,0,Corporate Auto,Four-Door Car,255,,CB96381,1459024.0
,Arizona,M,Bachelor,,34886,84,0,Personal Auto,Two-Door Car,403,,MJ60422,665247.0
,Arizona,M,High School or Below,,0,66,0,Corporate Auto,Four-Door Car,316,,NC63295,244462.0
,Washington,F,College,,33746,74,1,Personal Auto,Two-Door Car,355,,CM55703,289691.0
,Oregon,M,Doctor,,24164,137,0,Personal Auto,Luxury,657,,ZE76673,1097206.0
,Washington,F,Bachelor,,25859,74,0,Special Auto,Four-Door Car,355,,TO60700,562705.0
,Oregon,F,Bachelor,,0,68,1,Personal Auto,Four-Door Car,326,,WF34690,1935737.0
,Arizona,F,Bachelor,,40153,61,0,Personal Auto,Four-Door Car,340,,ZM28138,722712.0
,Nevada,F,College,,0,104,0,Personal Auto,SUV,499,,FI14842,785730.0
,Oregon,F,Master,,97131,64,0,Personal Auto,Four-Door Car,307,,KC32511,518162.0
,Arizona,F,High School or Below,,23712,106,0,Corporate Auto,SUV,508,,NE10467,428106.0
,Oregon,F,Bachelor,,0,64,0,Personal Auto,Four-Door Car,307,,PT93474,1151316.0
,Nevada,F,Bachelor,,33171,65,0,Personal Auto,Four-Door Car,236,,RL74454,514711.0
,Nevada,F,College,,0,83,1,Corporate Auto,Four-Door Car,398,,DQ31994,866349.0
,Oregon,F,High School or Below,,0,68,0,Corporate Auto,Four-Door Car,326,,DN98431,253532.0
,Nevada,M,College,,60228,112,1,Personal Auto,SUV,286,,EV53200,2150433.0
,Arizona,M,High School or Below,,27072,93,0,Personal Auto,Four-Door Car,565,,AJ89107,734932.0
,California,M,Master,,26057,74,0,Personal Auto,Four-Door Car,523,,WS25565,850985.0
,Nevada,F,High School or Below,,66331,107,0,Personal Auto,Two-Door Car,513,,ZY33234,429718.0
,Washington,M,College,,83846,74,3,Personal Auto,Four-Door Car,355,,PS69748,871704.0
,Washington,M,College,,83846,74,3,Personal Auto,Four-Door Car,355,,HL33607,871704.0
,California,F,College,,45106,73,0,Personal Auto,Four-Door Car,350,,DG90902,1747664.0
,Arizona,F,Bachelor,,78435,130,0,Personal Auto,SUV,553,,SW96063,1047989.0
,California,F,Bachelor,,0,63,1,Corporate Auto,Two-Door Car,453,,CP19929,224257.0
,Oregon,M,College,,79507,70,3,Personal Auto,Two-Door Car,442,,KR50062,275445.0
,Arizona,M,High School or Below,,44986,101,0,Corporate Auto,SUV,624,,CU19735,804120.0
,Arizona,M,College,,25899,79,0,Personal Auto,Two-Door Car,568,,ST52914,604291.0
,Oregon,M,Bachelor,,13610,74,0,Personal Auto,Four-Door Car,355,,WQ68301,282743.0
,Nevada,M,Doctor,,0,65,0,Personal Auto,Four-Door Car,312,,LR33381,2204185.0
,California,M,Bachelor,,77362,70,0,Personal Auto,Two-Door Car,386,,UR36912,279680.0
,California,M,High School or Below,,96443,102,0,Personal Auto,SUV,489,,SK46419,407284.0
,California,M,Master,,0,135,1,Personal Auto,SUV,939,,BY88757,518246.0
,Nevada,M,Doctor,,90778,76,0,Personal Auto,Four-Door Car,62,,ER65086,613166.0
,California,F,High School or Below,,0,65,0,Corporate Auto,Four-Door Car,361,,TP87527,239213.0
,Nevada,F,Master,,78494,79,0,Personal Auto,Two-Door Car,122,,VL80291,320966.0
,California,F,Doctor,,83497,69,0,Special Auto,Four-Door Car,196,,WL45773,280860.0
,Nevada,M,College,,58842,110,0,Personal Auto,Four-Door Car,528,,TT36693,436293.0
,Arizona,M,College,,63935,87,0,Personal Auto,Four-Door Car,221,,PT12544,688046.0
,Oregon,M,Bachelor,,0,96,0,Personal Auto,Four-Door Car,460,,CI24326,359106.0
,California,M,High School or Below,,0,69,0,Personal Auto,Four-Door Car,331,,YQ73717,520125.0
,Oregon,F,College,,0,77,0,Personal Auto,Four-Door Car,369,,FG99706,552154.0
,Arizona,F,Bachelor,,62258,65,0,Personal Auto,Two-Door Car,117,,OM63414,507165.0
,Nevada,M,Bachelor,,0,80,0,Corporate Auto,Four-Door Car,739,,JQ74890,292168.0
,California,F,Master,,58516,98,0,Corporate Auto,Two-Door Car,470,,FP93662,1580653.0
,Washington,F,Bachelor,,22814,73,0,Personal Auto,Four-Door Car,360,,SA40041,574988.0
,California,F,Bachelor,,56901,104,0,Personal Auto,SUV,499,,EW82164,416741.0
,California,M,High School or Below,,0,61,1,Personal Auto,Four-Door Car,292,,KV99550,651495.0
,California,M,Doctor,,99443,117,4,Personal Auto,SUV,228,,CA96230,918951.0
,Oregon,F,College,,0,113,0,Personal Auto,SUV,373,,QN17712,823122.0
,Arizona,M,Master,,88246,77,1,Corporate Auto,Four-Door Car,428,,KM79894,309517.0
,Washington,M,High School or Below,,26876,76,0,Corporate Auto,Four-Door Car,364,,KR25511,600521.0
,Nevada,M,College,,64801,64,0,Personal Auto,Four-Door Car,268,,DZ45471,758211.0
,Oregon,F,College,,57029,68,0,Corporate Auto,Two-Door Car,135,,DE18949,1634460.0
,Arizona,F,College,,28045,99,0,Personal Auto,Four-Door Car,475,,BN74268,1176315.0
,Nevada,M,Master,,44661,101,0,Personal Auto,Two-Door Car,436,,QJ93301,405337.0
,Arizona,F,High School or Below,,21246,83,0,Personal Auto,Four-Door Car,398,,OO92815,331115.0
,Nevada,M,Doctor,,31278,92,4,Personal Auto,Two-Door Car,441,,HV50891,352804.0
,California,F,High School or Below,,74454,71,0,Personal Auto,Four-Door Car,340,,RK59543,559538.0
,California,M,Master,,62474,63,0,Personal Auto,Four-Door Car,112,,IH54239,508969.0
,Nevada,M,High School or Below,,0,130,0,Personal Auto,SUV,1376,,GB14456,2233716.0
,Arizona,M,College,,20647,63,0,Personal Auto,Four-Door Car,185,,RC95515,479283.0
,California,F,Bachelor,,33806,89,0,Personal Auto,Four-Door Car,395,,TI61458,2778969.0
,Oregon,F,Bachelor,,0,70,0,Personal Auto,Four-Door Car,340,,RB49468,751166.0
,Oregon,M,High School or Below,,0,111,0,Personal Auto,Luxury,900,,SJ18454,1876755.0
,California,F,College,,19589,127,0,Personal Auto,SUV,1027,,KC19420,498764.0
,California,F,College,,22338,67,1,Personal Auto,Two-Door Car,307,,TP12241,512319.0
,Nevada,M,College,,66839,154,0,Personal Auto,Luxury,739,,BD89564,598977.0
,Washington,F,High School or Below,,26736,63,0,Personal Auto,Four-Door Car,367,,EC71986,242928.0
,Oregon,F,College,,31364,74,0,Personal Auto,Four-Door Car,461,,CJ97736,582818.0
,Washington,M,College,,17752,77,0,Personal Auto,Four-Door Car,369,,QF59448,283158.0
